"사용월","호선명","지하철역","승차인원","하차인원","작업일자","비고"
"USE_MON","LINE_NUM","SUB_STA_NM","RIDE_PASGR_NUM","ALIGHT_PASGR_NUM","WORK_DT","COMMT"
"201509","중앙선","용문","105047","103005","20151008",""
"201509","중앙선","원덕","13473","12468","20151008",""
"201509","중앙선","양평","123365","123574","20151008",""
"201509","중앙선","오빈","10600","10507","20151008",""
"201509","중앙선","아신","29787","29992","20151008",""
"201509","중앙선","국수","29653","28371","20151008",""
"201509","중앙선","신원","11023","8967","20151008",""
"201509","중앙선","양수","67176","67081","20151008",""
"201509","중앙선","운길산","42754","39118","20151008",""
"201509","중앙선","팔당","32997","32931","20151008",""
"201509","중앙선","도심","79871","66969","20151008",""
"201509","중앙선","덕소","195700","197400","20151008",""
"201509","중앙선","양정","27008","23336","20151008",""
"201509","중앙선","도농","270404","237034","20151008",""
"201509","중앙선","구리","405469","424931","20151008",""
"201509","중앙선","양원","62993","66719","20151008",""
"201509","중앙선","망우","239750","234403","20151008",""
"201509","중앙선","상봉","167352","161873","20151008",""
"201509","중앙선","중랑","179126","168585","20151008",""
"201509","중앙선","회기","906024","889660","20151008",""
"201509","장항선","신창","89289","87837","20151008",""
"201509","장항선","온양온천","157950","159309","20151008",""
"201509","장항선","배방","29033","27602","20151008",""
"201509","장항선","아산","80925","70370","20151008",""
"201509","장항선","쌍용동","93835","87967","20151008",""
"201509","장항선","봉명","45435","44107","20151008",""
"201509","일산선","대화","444575","353184","20151008",""
"201509","일산선","주엽","282330","288771","20151008",""
"201509","일산선","정발산","261761","278161","20151008",""
"201509","일산선","마두","247727","259355","20151008",""
"201509","일산선","백석","314290","305524","20151008",""
"201509","일산선","대곡","45777","34749","20151008",""
"201509","일산선","화정","585233","606915","20151008",""
"201509","일산선","원당","377444","355480","20151008",""
"201509","일산선","삼송","364234","342096","20151008",""
"201509","일산선","지축","1","0","20151008",""
"201509","일산선","원흥","155803","133951","20151008",""
"201509","안산선","수리산","143914","115399","20151008",""
"201509","안산선","오이도","245377","239521","20151008",""
"201509","안산선","정왕","305889","320792","20151008",""
"201509","안산선","신길온천","55680","51184","20151008",""
"201509","안산선","안산","570074","521889","20151008",""
"201509","안산선","초지","159255","156066","20151008",""
"201509","안산선","고잔","281195","276250","20151008",""
"201509","안산선","중앙","527551","556844","20151008",""
"201509","안산선","한대앞","303788","297615","20151008",""
"201509","안산선","상록수","664205","649940","20151008",""
"201509","안산선","반월","161277","148755","20151008",""
"201509","안산선","대야미","125043","113144","20151008",""
"201509","안산선","산본","535051","570094","20151008",""
"201509","수인선","송도","111907","114164","20151008",""
"201509","수인선","연수","106039","100828","20151008",""
"201509","수인선","원인재","114974","122002","20151008",""
"201509","수인선","남동인더스파크","51088","55411","20151008",""
"201509","수인선","호구포","80758","82594","20151008",""
"201509","수인선","인천논현","146950","151360","20151008",""
"201509","수인선","소래포구","178218","171961","20151008",""
"201509","수인선","월곶","74793","68421","20151008",""
"201509","수인선","달월","2686","1963","20151008",""
"201509","분당선","매교","78507","76427","20151008",""
"201509","분당선","수원시청","289655","325894","20151008",""
"201509","분당선","매탄권선","126410","115608","20151008",""
"201509","분당선","망포","343661","312573","20151008",""
"201509","분당선","영통","263376","270029","20151008",""
"201509","분당선","청명","127484","118698","20151008",""
"201509","분당선","상갈","157902","149309","20151008",""
"201509","분당선","기흥","246815","234464","20151008",""
"201509","분당선","신갈","133090","127173","20151008",""
"201509","분당선","구성","161086","156311","20151008",""
"201509","분당선","죽전","689834","744426","20151008",""
"201509","분당선","보정","85974","69196","20151008",""
"201509","분당선","이매","155313","147009","20151008",""
"201509","분당선","오리","465807","393182","20151008",""
"201509","분당선","미금","625092","666400","20151008",""
"201509","분당선","정자","475387","511732","20151008",""
"201509","분당선","수내","383778","388190","20151008",""
"201509","분당선","서현","737436","762161","20151008",""
"201509","분당선","야탑","802382","839883","20151008",""
"201509","분당선","모란","734398","701241","20151008",""
"201509","분당선","태평","423650","404045","20151008",""
"201509","분당선","가천대","328390","374549","20151008",""
"201509","분당선","선정릉","206222","230734","20151008",""
"201509","분당선","강남구청","235640","274306","20151008",""
"201509","분당선","압구정로데오","395000","450110","20151008",""
"201509","분당선","서울숲","177975","172504","20151008",""
"201509","분당선","수원","284591","184321","20151008",""
"201509","분당선","복정","3","0","20151008",""
"201509","분당선","수서","239570","247294","20151008",""
"201509","분당선","대모산입구","117281","107201","20151008",""
"201509","분당선","개포동","113460","112734","20151008",""
"201509","분당선","구룡","63997","61692","20151008",""
"201509","분당선","도곡","173377","185419","20151008",""
"201509","분당선","한티","383403","402810","20151008",""
"201509","분당선","선릉","232722","474028","20151008",""
"201509","과천선","범계","923814","929278","20151008",""
"201509","과천선","평촌","428477","419704","20151008",""
"201509","과천선","인덕원","708201","707877","20151008",""
"201509","과천선","정부과천청사","350216","344842","20151008",""
"201509","과천선","과천","166693","143458","20151008",""
"201509","과천선","대공원","211124","218313","20151008",""
"201509","과천선","경마공원","190983","195083","20151008",""
"201509","과천선","선바위","259671","220576","20151008",""
"201509","공항철도 1호선","인천국제공항","349747","336366","20151008",""
"201509","공항철도 1호선","공항화물청사","67015","70634","20151008",""
"201509","공항철도 1호선","운서","172429","174753","20151008",""
"201509","공항철도 1호선","청라국제도시","131189","122905","20151008",""
"201509","공항철도 1호선","검암","496853","455252","20151008",""
"201509","공항철도 1호선","계양","317205","292005","20151008",""
"201509","공항철도 1호선","김포공항","268272","181476","20151008",""
"201509","공항철도 1호선","디지털미디어시티","301579","258549","20151008",""
"201509","공항철도 1호선","홍대입구","234177","212909","20151008",""
"201509","공항철도 1호선","공덕","40236","45126","20151008",""
"201509","공항철도 1호선","서울역","304183","255968","20151008",""
"201509","경춘선","춘천","86602","75782","20151008",""
"201509","경춘선","남춘천","105398","111388","20151008",""
"201509","경춘선","김유정","16900","20011","20151008",""
"201509","경춘선","강촌","31648","26661","20151008",""
"201509","경춘선","백양리","4884","4478","20151008",""
"201509","경춘선","굴봉산","8119","7965","20151008",""
"201509","경춘선","가평","79721","81683","20151008",""
"201509","경춘선","상천","18051","16379","20151008",""
"201509","경춘선","청평","70403","68379","20151008",""
"201509","경춘선","대성리","29915","29199","20151008",""
"201509","경춘선","마석","112392","119629","20151008",""
"201509","경춘선","천마산","36072","34587","20151008",""
"201509","경춘선","평내호평","172492","166326","20151008",""
"201509","경춘선","금곡","46519","44621","20151008",""
"201509","경춘선","사릉","112094","105281","20151008",""
"201509","경춘선","퇴계원","108049","96224","20151008",""
"201509","경춘선","별내","68234","64965","20151008",""
"201509","경춘선","갈매","13285","13763","20151008",""
"201509","경춘선","신내","20306","22963","20151008",""
"201509","경인선","도화","114677","103152","20151008",""
"201509","경인선","중동","302066","282183","20151008",""
"201509","경인선","온수","226272","213569","20151008",""
"201509","경인선","도원","121257","125036","20151008",""
"201509","경인선","간석","201141","190112","20151008",""
"201509","경인선","부개","319968","295415","20151008",""
"201509","경인선","소사","405436","400621","20151008",""
"201509","경인선","구일","168091","165598","20151008",""
"201509","경인선","인천","122219","124814","20151008",""
"201509","경인선","동인천","598001","550639","20151008",""
"201509","경인선","제물포","247808","229201","20151008",""
"201509","경인선","주안","915252","911353","20151008",""
"201509","경인선","동암","767876","740414","20151008",""
"201509","경인선","백운","279447","271100","20151008",""
"201509","경인선","부평","1153548","1285813","20151008",""
"201509","경인선","송내","1011649","981834","20151008",""
"201509","경인선","부천","1283426","1271667","20151008",""
"201509","경인선","역곡","918982","886100","20151008",""
"201509","경인선","오류동","352589","320648","20151008",""
"201509","경인선","개봉","671542","664078","20151008",""
"201509","경의선","문산","196484","194357","20151008",""
"201509","경의선","파주","56136","42324","20151008",""
"201509","경의선","월롱","71321","79976","20151008",""
"201509","경의선","금촌","217349","209454","20151008",""
"201509","경의선","금릉","141896","138011","20151008",""
"201509","경의선","운정","171473","154457","20151008",""
"201509","경의선","탄현","242613","231231","20151008",""
"201509","경의선","일산","279597","271213","20151008",""
"201509","경의선","풍산","132867","125109","20151008",""
"201509","경의선","백마","197105","181207","20151008",""
"201509","경의선","곡산","16579","16134","20151008",""
"201509","경의선","능곡","113078","102967","20151008",""
"201509","경의선","행신","212824","200716","20151008",""
"201509","경의선","강매","69441","60017","20151008",""
"201509","경의선","화전","89652","86357","20151008",""
"201509","경의선","수색","60016","64104","20151008",""
"201509","경의선","디지털미디어시티","68163","63300","20151008",""
"201509","경의선","가좌","96207","93007","20151008",""
"201509","경의선","홍대입구","41037","58063","20151008",""
"201509","경의선","서강대","62923","64153","20151008",""
"201509","경의선","공덕","49238","58926","20151008",""
"201509","경의선","신촌","25810","32955","20151008",""
"201509","경의선","서울역","96203","100028","20151008",""
"201509","경원선","소요산","148547","120143","20151008",""
"201509","경원선","동두천","68922","90466","20151008",""
"201509","경원선","보산","62846","58762","20151008",""
"201509","경원선","동두천 중앙","123331","119523","20151008",""
"201509","경원선","지행","221176","219717","20151008",""
"201509","경원선","덕정","230951","219589","20151008",""
"201509","경원선","덕계","68532","65339","20151008",""
"201509","경원선","양주","296152","263399","20151008",""
"201509","경원선","녹양","154882","135755","20151008",""
"201509","경원선","가능","239684","225445","20151008",""
"201509","경원선","의정부","695827","731436","20151008",""
"201509","경원선","회룡","409356","388531","20151008",""
"201509","경원선","망월사","270878","273488","20151008",""
"201509","경원선","도봉산","148961","141175","20151008",""
"201509","경원선","도봉","197188","187791","20151008",""
"201509","경원선","방학","300680","288346","20151008",""
"201509","경원선","창동","6","0","20151008",""
"201509","경원선","녹천","153049","125176","20151008",""
"201509","경원선","월계","196630","181438","20151008",""
"201509","경원선","광운대","313170","290582","20151008",""
"201509","경원선","석계","343895","368935","20151008",""
"201509","경원선","신이문","289747","255206","20151008",""
"201509","경원선","외대앞","380570","355383","20151008",""
"201509","경원선","청량리(지상)","452090","512582","20151008",""
"201509","경원선","왕십리","491310","514123","20151008",""
"201509","경원선","응봉","58505","50183","20151008",""
"201509","경원선","옥수","1662","1106","20151008",""
"201509","경원선","한남","130941","127381","20151008",""
"201509","경원선","서빙고","67437","67264","20151008",""
"201509","경원선","이촌","142496","106523","20151008",""
"201509","경부선","광명","23245","19912","20151008",""
"201509","경부선","서동탄","48316","44231","20151008",""
"201509","경부선","당정","234674","228354","20151008",""
"201509","경부선","천안","332148","286561","20151008",""
"201509","경부선","두정","211146","238331","20151008",""
"201509","경부선","직산","32373","36109","20151008",""
"201509","경부선","성환","184248","179358","20151008",""
"201509","경부선","평택","467704","465637","20151008",""
"201509","경부선","지제","26536","26289","20151008",""
"201509","경부선","서정리","173768","169956","20151008",""
"201509","경부선","송탄","152923","148407","20151008",""
"201509","경부선","진위","52264","46296","20151008",""
"201509","경부선","오산","329235","312397","20151008",""
"201509","경부선","오산대","96586","97613","20151008",""
"201509","경부선","세마","77783","70443","20151008",""
"201509","경부선","병점","502539","500262","20151008",""
"201509","경부선","세류","132293","123722","20151008",""
"201509","경부선","독산","455488","474004","20151008",""
"201509","경부선","수원","1457284","1553470","20151008",""
"201509","경부선","화서","264022","265085","20151008",""
"201509","경부선","성균관대","521669","496886","20151008",""
"201509","경부선","의왕","263394","248977","20151008",""
"201509","경부선","군포","215372","198634","20151008",""
"201509","경부선","금정","883535","875541","20151008",""
"201509","경부선","명학","328091","329382","20151008",""
"201509","경부선","안양","899323","904432","20151008",""
"201509","경부선","관악","269017","248074","20151008",""
"201509","경부선","석수","361153","326361","20151008",""
"201509","경부선","금천구청","343953","322591","20151008",""
"201509","경부선","가산디지털단지","474084","555718","20151008",""
"201509","경부선","구로","640780","671880","20151008",""
"201509","경부선","신길","315922","256622","20151008",""
"201509","경부선","신도림","113604","109962","20151008",""
"201509","경부선","영등포","1466415","1566158","20151008",""
"201509","경부선","대방","458496","451338","20151008",""
"201509","경부선","노량진","1238572","1218533","20151008",""
"201509","경부선","용산","1132113","1142080","20151008",""
"201509","경부선","남영","345449","375330","20151008",""
"201509","경부선","서울역","32","0","20151008",""
"201509","9호선2단계","종합운동장","127157","102387","20151008",""
"201509","9호선2단계","봉은사","255954","239915","20151008",""
"201509","9호선2단계","삼성중앙","110803","113961","20151008",""
"201509","9호선2단계","선정릉","151357","156831","20151008",""
"201509","9호선2단계","언주","178870","176083","20151008",""
"201509","9호선","신논현","814680","806000","20151008",""
"201509","9호선","사평","79076","73025","20151008",""
"201509","9호선","고속터미널","463317","525274","20151008",""
"201509","9호선","신반포","94837","94589","20151008",""
"201509","9호선","구반포","94816","99921","20151008",""
"201509","9호선","동작","66125","50140","20151008",""
"201509","9호선","흑석(중앙대입구)","336749","340026","20151008",""
"201509","9호선","노들","142250","117812","20151008",""
"201509","9호선","노량진","958316","1012653","20151008",""
"201509","9호선","샛강","141833","150761","20151008",""
"201509","9호선","여의도","504763","488778","20151008",""
"201509","9호선","국회의사당","394726","400765","20151008",""
"201509","9호선","당산","477103","444721","20151008",""
"201509","9호선","선유도","184808","185493","20151008",""
"201509","9호선","신목동","118648","103132","20151008",""
"201509","9호선","염창","441519","428633","20151008",""
"201509","9호선","등촌","304941","297107","20151008",""
"201509","9호선","증미","206239","210041","20151008",""
"201509","9호선","가양","575511","553753","20151008",""
"201509","9호선","양천향교","204648","201833","20151008",""
"201509","9호선","마곡나루","55181","50872","20151008",""
"201509","9호선","신방화","220424","210924","20151008",""
"201509","9호선","공항시장","84091","93284","20151008",""
"201509","9호선","김포공항","254663","309245","20151008",""
"201509","9호선","개화","195145","120452","20151008",""
"201509","8호선","모란","138190","105733","20151008",""
"201509","8호선","수진","145483","131737","20151008",""
"201509","8호선","신흥","154639","156842","20151008",""
"201509","8호선","단대오거리","386526","347940","20151008",""
"201509","8호선","남한산성입구","446732","414169","20151008",""
"201509","8호선","산성","218370","213377","20151008",""
"201509","8호선","복정","238383","176527","20151008",""
"201509","8호선","장지","377017","364575","20151008",""
"201509","8호선","문정","169736","160167","20151008",""
"201509","8호선","가락시장","182049","213559","20151008",""
"201509","8호선","송파","151044","152297","20151008",""
"201509","8호선","석촌","249012","259662","20151008",""
"201509","8호선","잠실","321372","372996","20151008",""
"201509","8호선","몽촌토성","227849","247914","20151008",""
"201509","8호선","강동구청","291680","297710","20151008",""
"201509","8호선","천호","550458","591528","20151008",""
"201509","8호선","암사","490144","431126","20151008",""
"201509","7호선","부평구청","352230","274396","20151008",""
"201509","7호선","굴포천","248034","253461","20151008",""
"201509","7호선","삼산체육관","159972","145733","20151008",""
"201509","7호선","상동","389716","404582","20151008",""
"201509","7호선","부천시청","352644","360967","20151008",""
"201509","7호선","신중동","403430","404043","20151008",""
"201509","7호선","춘의","224597","217770","20151008",""
"201509","7호선","부천종합운동장","162264","147973","20151008",""
"201509","7호선","까치울","179695","159923","20151008",""
"201509","7호선","온수","324631","308729","20151008",""
"201509","7호선","천왕","228377","209895","20151008",""
"201509","7호선","광명사거리","805535","775278","20151008",""
"201509","7호선","철산","710494","713712","20151008",""
"201509","7호선","가산디지털단지","1113419","1123018","20151008",""
"201509","7호선","남구로","464693","481098","20151008",""
"201509","7호선","대림","320341","319255","20151008",""
"201509","7호선","신풍","342346","325125","20151008",""
"201509","7호선","보라매","277999","277859","20151008",""
"201509","7호선","신대방삼거리","457886","429802","20151008",""
"201509","7호선","장승배기","306007","295640","20151008",""
"201509","7호선","상도","343054","332041","20151008",""
"201509","7호선","숭실대입구","499985","490115","20151008",""
"201509","7호선","남성","333596","307486","20151008",""
"201509","7호선","이수","480293","479364","20151008",""
"201509","7호선","내방","397817","407248","20151008",""
"201509","7호선","고속터미널","631727","538113","20151008",""
"201509","7호선","반포","178700","170191","20151008",""
"201509","7호선","논현","552560","607207","20151008",""
"201509","7호선","학동","617542","688157","20151008",""
"201509","7호선","강남구청","443021","487973","20151008",""
"201509","7호선","청담","585884","676255","20151008",""
"201509","7호선","뚝섬유원지","311718","298004","20151008",""
"201509","7호선","건대입구","480788","521051","20151008",""
"201509","7호선","어린이대공원","506254","516719","20151008",""
"201509","7호선","군자","416718","306623","20151008",""
"201509","7호선","중곡","298326","270832","20151008",""
"201509","7호선","용마산","183254","174149","20151008",""
"201509","7호선","사가정","471445","454614","20151008",""
"201509","7호선","면목","474972","455572","20151008",""
"201509","7호선","상봉","505019","473058","20151008",""
"201509","7호선","중화","341578","320665","20151008",""
"201509","7호선","먹골","296481","282984","20151008",""
"201509","7호선","태릉입구","267930","253082","20151008",""
"201509","7호선","공릉","377281","373012","20151008",""
"201509","7호선","하계","591172","553200","20151008",""
"201509","7호선","중계","458412","416193","20151008",""
"201509","7호선","노원","590821","651375","20151008",""
"201509","7호선","마들","345819","313582","20151008",""
"201509","7호선","수락산","413192","396813","20151008",""
"201509","7호선","도봉산","361869","340690","20151008",""
"201509","7호선","장암","78871","31190","20151008",""
"201509","6호선","봉화산(서울의료원)","267117","248663","20151008",""
"201509","6호선","화랑대","394194","293995","20151008",""
"201509","6호선","태릉입구","148470","181011","20151008",""
"201509","6호선","석계","388254","396846","20151008",""
"201509","6호선","돌곶이","276543","250629","20151008",""
"201509","6호선","상월곡","192086","178449","20151008",""
"201509","6호선","월곡","386465","360403","20151008",""
"201509","6호선","고려대","302251","294716","20151008",""
"201509","6호선","안암","424318","430680","20151008",""
"201509","6호선","보문","246681","215910","20151008",""
"201509","6호선","창신","97615","83705","20151008",""
"201509","6호선","동묘앞","257631","256593","20151008",""
"201509","6호선","신당","219133","227057","20151008",""
"201509","6호선","청구","106192","110785","20151008",""
"201509","6호선","약수","102856","101898","20151008",""
"201509","6호선","버티고개","75152","69877","20151008",""
"201509","6호선","한강진","179451","217089","20151008",""
"201509","6호선","이태원","453706","524864","20151008",""
"201509","6호선","녹사평(용산구청)","221417","239650","20151008",""
"201509","6호선","삼각지","216953","172036","20151008",""
"201509","6호선","효창공원앞","230698","222004","20151008",""
"201509","6호선","공덕","504961","494561","20151008",""
"201509","6호선","대흥","242705","257069","20151008",""
"201509","6호선","광흥창","271012","260105","20151008",""
"201509","6호선","상수","289460","347933","20151008",""
"201509","6호선","합정","372511","355373","20151008",""
"201509","6호선","망원","341745","358869","20151008",""
"201509","6호선","마포구청","393969","342683","20151008",""
"201509","6호선","월드컵경기장","233430","253907","20151008",""
"201509","6호선","디지털미디어시티","436626","475157","20151008",""
"201509","6호선","증산","304240","288765","20151008",""
"201509","6호선","새절","406389","385394","20151008",""
"201509","6호선","구산","236680","169632","20151008",""
"201509","6호선","연신내","27","0","20151008",""
"201509","6호선","독바위","84115","91453","20151008",""
"201509","6호선","불광","160200","154751","20151008",""
"201509","6호선","역촌","107054","125895","20151008",""
"201509","6호선","응암","507206","484173","20151008",""
"201509","5호선","마천","171473","171865","20151008",""
"201509","5호선","거여","205859","191644","20151008",""
"201509","5호선","개롱","196994","194776","20151008",""
"201509","5호선","오금","107762","108471","20151008",""
"201509","5호선","방이","196953","197953","20151008",""
"201509","5호선","올림픽공원","236997","238698","20151008",""
"201509","5호선","둔촌동","374177","370403","20151008",""
"201509","5호선","상일동","324715","271297","20151008",""
"201509","5호선","고덕","243750","238527","20151008",""
"201509","5호선","명일","238238","236736","20151008",""
"201509","5호선","굽은다리","276750","260780","20151008",""
"201509","5호선","길동","206498","214574","20151008",""
"201509","5호선","강동","549424","460564","20151008",""
"201509","5호선","천호","598814","649415","20151008",""
"201509","5호선","광나루","438729","393457","20151008",""
"201509","5호선","아차산","433544","404791","20151008",""
"201509","5호선","군자","299490","328941","20151008",""
"201509","5호선","장한평","519777","518299","20151008",""
"201509","5호선","답십리","464821","422723","20151008",""
"201509","5호선","마장","186676","182795","20151008",""
"201509","5호선","왕십리(성동구청)","142125","172124","20151008",""
"201509","5호선","행당","239256","205801","20151008",""
"201509","5호선","신금호","151459","155153","20151008",""
"201509","5호선","청구","118098","110890","20151008",""
"201509","5호선","동대문역사문화공원","78936","95588","20151008",""
"201509","5호선","을지로4가","135310","146920","20151008",""
"201509","5호선","종로3가","364351","371342","20151008",""
"201509","5호선","광화문","970913","1033444","20151008",""
"201509","5호선","서대문","486711","497170","20151008",""
"201509","5호선","충정로","131764","139833","20151008",""
"201509","5호선","애오개","191462","190590","20151008",""
"201509","5호선","공덕","361548","381429","20151008",""
"201509","5호선","마포","412542","431419","20151008",""
"201509","5호선","여의나루","334617","353741","20151008",""
"201509","5호선","여의도","602047","680650","20151008",""
"201509","5호선","신길","86646","98947","20151008",""
"201509","5호선","영등포시장","219290","238147","20151008",""
"201509","5호선","영등포구청","95044","96117","20151008",""
"201509","5호선","양평","169963","169451","20151008",""
"201509","5호선","오목교","741190","796366","20151008",""
"201509","5호선","목동","541576","566681","20151008",""
"201509","5호선","신정","418434","330556","20151008",""
"201509","5호선","까치산","850779","796188","20151008",""
"201509","5호선","화곡","831540","761133","20151008",""
"201509","5호선","우장산","464176","451869","20151008",""
"201509","5호선","발산","311023","306474","20151008",""
"201509","5호선","마곡","89420","72448","20151008",""
"201509","5호선","송정","306127","298114","20151008",""
"201509","5호선","김포공항","212707","190239","20151008",""
"201509","5호선","개화산","169290","156059","20151008",""
"201509","5호선","방화","209998","200310","20151008",""
"201509","4호선","남태령","35342","25599","20151008",""
"201509","4호선","사당","960418","767596","20151008",""
"201509","4호선","총신대입구","650486","719958","20151008",""
"201509","4호선","동작","84951","90467","20151008",""
"201509","4호선","이촌","250780","287608","20151008",""
"201509","4호선","신용산","379986","404712","20151008",""
"201509","4호선","삼각지","140681","176850","20151008",""
"201509","4호선","숙대입구","526645","517531","20151008",""
"201509","4호선","서울역","325550","594209","20151008",""
"201509","4호선","회현","802403","860583","20151008",""
"201509","4호선","명동","1153052","1256877","20151008",""
"201509","4호선","충무로","953980","991271","20151008",""
"201509","4호선","동대문역사문화공원","626197","580603","20151008",""
"201509","4호선","동대문","691300","703122","20151008",""
"201509","4호선","혜화","1214508","1281229","20151008",""
"201509","4호선","한성대입구","522055","494188","20151008",""
"201509","4호선","성신여대입구","808391","735223","20151008",""
"201509","4호선","길음","858891","824322","20151008",""
"201509","4호선","미아사거리","982851","945147","20151008",""
"201509","4호선","미아","567168","516437","20151008",""
"201509","4호선","수유(강북구청)","1359916","1311890","20151008",""
"201509","4호선","쌍문","968388","826646","20151008",""
"201509","4호선","창동","874425","947850","20151008",""
"201509","4호선","노원","678092","758814","20151008",""
"201509","4호선","상계","637307","570695","20151008",""
"201509","4호선","당고개","396971","372028","20151008",""
"201509","3호선","오금","191110","168727","20151008",""
"201509","3호선","경찰병원","204532","201887","20151008",""
"201509","3호선","가락시장","251489","234106","20151008",""
"201509","3호선","수서","347934","355404","20151008",""
"201509","3호선","일원","262367","267492","20151008",""
"201509","3호선","대청","301256","265360","20151008",""
"201509","3호선","학여울","75807","78057","20151008",""
"201509","3호선","대치","332973","311444","20151008",""
"201509","3호선","도곡","204991","189231","20151008",""
"201509","3호선","매봉","331390","314258","20151008",""
"201509","3호선","양재","1188862","1264239","20151008",""
"201509","3호선","남부터미널","1045108","1089924","20151008",""
"201509","3호선","교대","394478","294501","20151008",""
"201509","3호선","고속터미널","1573163","1666549","20151008",""
"201509","3호선","잠원","162355","157011","20151008",""
"201509","3호선","신사","858771","950541","20151008",""
"201509","3호선","압구정","979798","1079440","20151008",""
"201509","3호선","옥수","297406","304734","20151008",""
"201509","3호선","금호","227892","207771","20151008",""
"201509","3호선","약수","417711","398609","20151008",""
"201509","3호선","동대입구","338879","386712","20151008",""
"201509","3호선","충무로","40","0","20151008",""
"201509","3호선","을지로3가","247012","285739","20151008",""
"201509","3호선","종로3가","241230","318619","20151008",""
"201509","3호선","안국","750444","822926","20151008",""
"201509","3호선","경복궁","709320","759543","20151008",""
"201509","3호선","독립문","230344","234920","20151008",""
"201509","3호선","무악재","123128","122861","20151008",""
"201509","3호선","홍제","598585","560931","20151008",""
"201509","3호선","녹번","432375","374021","20151008",""
"201509","3호선","불광","558324","603812","20151008",""
"201509","3호선","연신내","1209140","1130687","20151008",""
"201509","3호선","구파발","510395","419012","20151008",""
"201509","3호선","지축","40512","42534","20151008",""
"201509","2호선","용두","63654","67585","20151008",""
"201509","2호선","신정네거리","313251","309654","20151008",""
"201509","2호선","양천구청","208424","217594","20151008",""
"201509","2호선","도림천","27175","31281","20151008",""
"201509","2호선","신설동","103931","101989","20151008",""
"201509","2호선","신답","40230","45571","20151008",""
"201509","2호선","용답","74233","75460","20151008",""
"201509","2호선","충정로","320559","348461","20151008",""
"201509","2호선","아현","288730","274159","20151008",""
"201509","2호선","이대","660024","707955","20151008",""
"201509","2호선","신촌","1445113","1481743","20151008",""
"201509","2호선","홍대입구","2014824","2169254","20151008",""
"201509","2호선","합정","935539","963751","20151008",""
"201509","2호선","당산","649456","721764","20151008",""
"201509","2호선","영등포구청","603315","604473","20151008",""
"201509","2호선","문래","542601","549909","20151008",""
"201509","2호선","신도림","1828997","1821187","20151008",""
"201509","2호선","대림","883978","923846","20151008",""
"201509","2호선","구로디지털단지","1778535","1787215","20151008",""
"201509","2호선","신대방","786710","746731","20151008",""
"201509","2호선","신림","2083026","2023981","20151008",""
"201509","2호선","봉천","673931","617090","20151008",""
"201509","2호선","서울대입구","1540969","1506749","20151008",""
"201509","2호선","낙성대","881039","845312","20151008",""
"201509","2호선","사당","1272516","1409962","20151008",""
"201509","2호선","방배","623387","633603","20151008",""
"201509","2호선","서초","644541","660417","20151008",""
"201509","2호선","교대","1057583","1174849","20151008",""
"201509","2호선","강남","2710746","2757137","20151008",""
"201509","2호선","역삼","1248162","1392625","20151008",""
"201509","2호선","선릉","1524183","1313419","20151008",""
"201509","2호선","삼성","1509190","1570760","20151008",""
"201509","2호선","종합운동장","519508","583410","20151008",""
"201509","2호선","신천","742380","726019","20151008",""
"201509","2호선","잠실","2300975","2111186","20151008",""
"201509","2호선","잠실나루","516723","498053","20151008",""
"201509","2호선","강변","1512175","1506752","20151008",""
"201509","2호선","구의","673228","657391","20151008",""
"201509","2호선","건대입구","1289681","1413859","20151008",""
"201509","2호선","성수","680172","747203","20151008",""
"201509","2호선","뚝섬","434202","457315","20151008",""
"201509","2호선","한양대","368770","440334","20151008",""
"201509","2호선","왕십리(성동구청)","591435","485934","20151008",""
"201509","2호선","상왕십리","311788","294003","20151008",""
"201509","2호선","신당","427834","444836","20151008",""
"201509","2호선","동대문역사문화공원","503894","586868","20151008",""
"201509","2호선","을지로4가","366567","364473","20151008",""
"201509","2호선","을지로3가","553978","535194","20151008",""
"201509","2호선","을지로입구","1411329","1408311","20151008",""
"201509","2호선","시청","698101","683492","20151008",""
"201509","1호선","동묘앞","289078","305391","20151008",""
"201509","1호선","청량리(지하)","895608","925624","20151008",""
"201509","1호선","제기동","592660","611835","20151008",""
"201509","1호선","신설동","480751","466891","20151008",""
"201509","1호선","동대문","471637","537683","20151008",""
"201509","1호선","종로5가","750458","760002","20151008",""
"201509","1호선","종로3가","1026895","949375","20151008",""
"201509","1호선","종각","1238838","1185744","20151008",""
"201509","1호선","시청","692587","694605","20151008",""
"201509","1호선","서울역","1771763","1599623","20151008",""
"201508","중앙선","용문","135536","132689","20150908",""
"201508","중앙선","원덕","12648","11958","20150908",""
"201508","중앙선","양평","126910","126694","20150908",""
"201508","중앙선","오빈","11506","11479","20150908",""
"201508","중앙선","아신","29062","28725","20150908",""
"201508","중앙선","국수","27196","25667","20150908",""
"201508","중앙선","신원","8673","6750","20150908",""
"201508","중앙선","양수","72535","72209","20150908",""
"201508","중앙선","운길산","42994","40407","20150908",""
"201508","중앙선","팔당","32109","30585","20150908",""
"201508","중앙선","도심","76471","65234","20150908",""
"201508","중앙선","덕소","190238","193251","20150908",""
"201508","중앙선","양정","26923","23035","20150908",""
"201508","중앙선","도농","260443","228123","20150908",""
"201508","중앙선","구리","403012","421255","20150908",""
"201508","중앙선","양원","58178","61259","20150908",""
"201508","중앙선","망우","241336","232831","20150908",""
"201508","중앙선","상봉","170226","167645","20150908",""
